PLANTID,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021031605.0,2022-05-09 03:00:00,0.8,3776.0,140,16.1,99,849,2.6,-30.0,160.0
2021031605.0,2022-05-09 04:00:00,0.8,3974.0,104,16.1,99,849,1.8,-15.0,0.0
2021031605.0,2022-05-09 05:00:00,1.3,4787.0,138,16.1,99,849,3.2,1056.0,1298.0
2021031605.0,2022-05-09 06:00:00,1.6,5718.0,125,16.0,99,849,2.5,543.0,0.0
2021031605.0,2022-05-09 07:00:00,1.5,6012.0,122,16.4,99,850,3.3,2024.0,2297.0
2021031605.0,2022-05-09 08:00:00,1.8,6202.0,131,17.2,96,850,2.3,28.0,8714.0
2021031605.0,2022-05-09 09:00:00,2.4,7489.0,132,18.1,92,850,3.5,4042.0,4780.0
2021031605.0,2022-05-09 10:00:00,2.9,8493.0,136,18.6,89,850,2.9,1289.0,927.0
2021031605.0,2022-05-09 11:00:00,3.3,9093.0,136,19.1,88,850,3.2,1889.0,1329.0
2021031605.0,2022-05-09 12:00:00,3.5,12242.0,147,19.3,89,850,3.5,4655.0,1313.0
2021031605.0,2022-05-09 13:00:00,3.2,10798.0,148,18.8,93,849,3.2,1835.0,2046.0
2021031605.0,2022-05-09 14:00:00,2.6,9005.0,151,19.5,90,849,4.4,6881.0,5996.0
2021031605.0,2022-05-09 15:00:00,2.0,7793.0,156,20.0,89,848,5.1,14679.0,9812.0
2021031605.0,2022-05-09 16:00:00,1.8,7372.0,167,21.0,85,847,5.0,9646.0,8480.0
2021031605.0,2022-05-09 17:00:00,2.5,6034.0,162,20.8,81,846,5.5,14136.0,14407.0
2021031605.0,2022-05-09 18:00:00,2.5,4467.0,135,19.2,91,846,6.2,27910.0,21822.0
2021031605.0,2022-05-09 19:00:00,2.2,5546.0,150,18.7,96,846,7.0,35485.0,31890.0
2021031605.0,2022-05-09 20:00:00,1.7,6960.0,118,18.2,98,847,8.2,30776.0,29839.0
2021031605.0,2022-05-09 21:00:00,2.7,6363.0,105,17.9,99,847,7.8,29997.0,38604.0
2021031605.0,2022-05-09 22:00:00,3.2,8500.0,108,17.9,99,847,7.0,23523.0,26196.0
2021031605.0,2022-05-09 23:00:00,2.4,9572.0,125,17.8,98,847,4.9,2612.0,2023.0
2021031605.0,2022-05-10 00:00:00,3.6,17748.0,95,16.6,99,848,5.8,2538.0,2511.0
2021031605.0,2022-05-10 01:00:00,3.8,18523.0,88,16.1,97,847,4.2,3739.0,3305.0
2021031605.0,2022-05-10 02:00:00,4.0,19853.0,83,15.7,98,846,2.1,-143.0,0.0
2021031605.0,2022-05-10 03:00:00,4.4,21149.0,81,15.4,97,846,4.7,7119.0,6828.0
2021031605.0,2022-05-10 04:00:00,4.2,19698.0,79,15.2,97,845,5.6,11098.0,10211.0
2021031605.0,2022-05-10 05:00:00,3.7,16324.0,79,15.1,97,845,5.1,8009.0,6276.0
2021031605.0,2022-05-10 06:00:00,3.5,16134.0,74,15.0,96,845,4.7,6928.0,6305.0
2021031605.0,2022-05-10 07:00:00,3.2,10948.0,70,15.1,96,846,3.9,2882.0,2140.0
2021031605.0,2022-05-10 08:00:00,2.8,10260.0,69,15.4,95,846,1.6,-131.0,-226.0
2021031605.0,2022-05-10 09:00:00,2.2,6432.0,66,16.1,93,847,2.0,0.0,0.0
2021031605.0,2022-05-10 10:00:00,1.7,3305.0,73,16.4,91,847,2.8,468.0,219.0
2021031605.0,2022-05-10 11:00:00,1.4,2938.0,65,16.8,91,847,3.9,4537.0,4159.0
2021031605.0,2022-05-10 12:00:00,2.0,2357.0,53,17.7,88,847,3.2,3390.0,12748.0
2021031605.0,2022-05-10 13:00:00,2.1,2126.0,61,17.8,87,846,2.1,-43.0,2885.0
2021031605.0,2022-05-10 14:00:00,1.7,2033.0,62,18.1,86,846,2.1,437.0,3651.0
2021031605.0,2022-05-10 15:00:00,1.4,1940.0,78,17.8,88,845,1.4,-40.0,16608.0
2021031605.0,2022-05-10 16:00:00,1.1,2067.0,68,17.5,90,845,1.5,-61.0,12077.0
2021031605.0,2022-05-10 17:00:00,1.2,2472.0,70,17.1,91,845,1.9,-30.0,8305.0
2021031605.0,2022-05-10 18:00:00,1.4,2929.0,56,16.7,93,845,2.3,7.0,6874.0
2021031605.0,2022-05-10 19:00:00,1.6,3598.0,50,16.1,96,845,2.9,1064.0,10240.0
2021031605.0,2022-05-10 20:00:00,1.8,4167.0,45,15.7,97,846,2.9,1569.0,8493.0
2021031605.0,2022-05-10 21:00:00,2.2,3905.0,43,15.6,97,846,3.3,2181.0,9874.0
2021031605.0,2022-05-10 22:00:00,2.2,4164.0,47,15.6,97,847,3.5,3486.0,9915.0
2021031605.0,2022-05-10 23:00:00,2.4,4584.0,45,15.7,96,847,4.8,10537.0,8614.0
2021031605.0,2022-05-11 00:00:00,0.9,4480.0,27,14.7,96,847,4.0,6245.0,20678.0
2021031605.0,2022-05-11 01:00:00,0.9,4090.0,41,14.6,97,847,3.6,3585.0,12704.0
2021031605.0,2022-05-11 02:00:00,1.8,6161.0,61,14.6,96,846,4.2,6806.0,24260.0
2021031605.0,2022-05-11 03:00:00,2.0,7162.0,72,14.5,96,846,4.6,8318.0,19319.0
2021031605.0,2022-05-11 04:00:00,1.8,7317.0,87,14.2,97,846,5.6,16841.0,25293.0
2021031605.0,2022-05-11 05:00:00,1.7,7138.0,87,14.2,97,846,4.9,10751.0,12236.0
2021031605.0,2022-05-11 06:00:00,1.6,6481.0,76,14.1,98,846,4.6,8752.0,10419.0
2021031605.0,2022-05-11 07:00:00,1.7,6463.0,66,14.5,96,846,5.3,13456.0,21943.0
2021031605.0,2022-05-11 08:00:00,1.7,6155.0,80,15.0,94,847,3.8,5426.0,22297.0
2021031605.0,2022-05-11 09:00:00,1.8,6384.0,87,15.6,92,847,4.6,6250.0,7069.0
2021031605.0,2022-05-11 10:00:00,1.7,4775.0,97,16.3,90,848,4.4,8921.0,8819.0
2021031605.0,2022-05-11 11:00:00,1.6,3390.0,90,16.3,91,848,3.6,3306.0,8648.0
2021031605.0,2022-05-11 12:00:00,1.8,3052.0,90,16.6,91,848,3.7,6181.0,2813.0
2021031605.0,2022-05-11 13:00:00,2.0,2736.0,90,16.8,91,847,3.4,4436.0,12088.0
2021031605.0,2022-05-11 14:00:00,2.5,2857.0,76,16.9,89,847,3.3,3156.0,7265.0
2021031605.0,2022-05-11 15:00:00,2.6,3891.0,72,17.3,87,846,4.4,9348.0,8315.0
2021031605.0,2022-05-11 16:00:00,2.9,5107.0,82,16.5,93,846,4.5,9879.0,13508.0
2021031605.0,2022-05-11 17:00:00,2.7,4964.0,75,16.3,94,846,5.7,17540.0,36607.0
2021031605.0,2022-05-11 18:00:00,2.5,5505.0,61,16.4,93,846,6.5,27247.0,27452.0
2021031605.0,2022-05-11 19:00:00,2.3,7997.0,59,16.0,96,846,6.3,23609.0,30748.0
2021031605.0,2022-05-11 20:00:00,2.7,12657.0,54,15.7,96,847,5.2,14929.0,25320.0
2021031605.0,2022-05-11 21:00:00,3.1,14751.0,48,15.6,96,847,7.3,27518.0,24816.0
2021031605.0,2022-05-11 22:00:00,3.5,18707.0,45,15.4,97,848,6.8,23511.0,23220.0
2021031605.0,2022-05-11 23:00:00,3.6,18383.0,51,15.4,97,848,5.8,12729.0,13259.0
2021031605.0,2022-05-12 00:00:00,3.9,15083.0,66,14.1,99,848,5.3,13268.0,12311.0
2021031605.0,2022-05-12 01:00:00,3.9,15341.0,58,14.2,97,848,4.8,10482.0,14215.0
2021031605.0,2022-05-12 02:00:00,3.6,16758.0,53,14.1,98,847,5.3,11636.0,14113.0
2021031605.0,2022-05-12 03:00:00,3.4,15975.0,60,14.2,97,847,4.3,8521.0,13772.0
2021031605.0,2022-05-12 04:00:00,3.4,14947.0,64,14.2,97,846,5.0,11085.0,4106.0
2021031605.0,2022-05-12 05:00:00,3.0,12552.0,64,14.0,98,846,5.0,12345.0,4230.0
2021031605.0,2022-05-12 06:00:00,2.9,12156.0,61,14.2,97,846,5.5,11389.0,11409.0
2021031605.0,2022-05-12 07:00:00,2.8,12031.0,60,14.5,96,846,4.3,4282.0,4412.0
2021031605.0,2022-05-12 08:00:00,2.7,10834.0,63,14.9,95,847,3.9,2974.0,2154.0
2021031605.0,2022-05-12 09:00:00,2.6,8153.0,69,15.6,93,847,4.3,6772.0,7915.0
2021031605.0,2022-05-12 10:00:00,2.5,4768.0,78,16.1,91,847,3.6,3353.0,11822.0
2021031605.0,2022-05-12 11:00:00,2.2,4443.0,77,16.6,90,847,2.1,229.0,5876.0
2021031605.0,2022-05-12 12:00:00,2.2,2965.0,74,17.0,88,846,2.7,134.0,5185.0
2021031605.0,2022-05-12 13:00:00,2.0,2619.0,70,16.6,91,846,1.8,-40.0,8188.0
2021031605.0,2022-05-12 14:00:00,2.2,2122.0,69,16.5,93,845,1.7,-51.0,2699.0
2021031605.0,2022-05-12 15:00:00,2.2,2132.0,72,16.5,94,844,2.2,-55.0,305.0
2021031605.0,2022-05-12 16:00:00,2.1,2343.0,76,16.2,96,844,2.2,-55.0,2315.0
2021031605.0,2022-05-12 17:00:00,1.8,2916.0,71,16.0,95,844,2.2,-83.0,4924.0
2021031605.0,2022-05-12 18:00:00,1.8,3093.0,61,15.9,95,843,3.0,391.0,7363.0
2021031605.0,2022-05-12 19:00:00,2.2,3810.0,66,15.6,96,843,3.0,1264.0,4931.0
2021031605.0,2022-05-12 20:00:00,2.3,5422.0,67,15.3,96,844,4.0,4966.0,8280.0
2021031605.0,2022-05-12 21:00:00,2.1,5609.0,62,14.9,97,844,5.0,11364.0,7650.0
2021031605.0,2022-05-12 22:00:00,2.3,6353.0,59,14.5,97,845,4.2,4535.0,5517.0
2021031605.0,2022-05-12 23:00:00,2.1,6108.0,59,14.3,97,845,4.5,5732.0,5466.0
2021031605.0,2022-05-13 00:00:00,1.5,5063.0,62,14.6,97,846,3.5,1969.0,1497.0
2021031605.0,2022-05-13 01:00:00,1.6,5586.0,47,14.7,97,846,3.3,1203.0,899.0
2021031605.0,2022-05-13 02:00:00,2.1,6713.0,37,14.9,97,845,3.2,1209.0,1018.0
2021031605.0,2022-05-13 03:00:00,2.2,7105.0,43,14.9,97,845,3.2,834.0,465.0
2021031605.0,2022-05-13 04:00:00,2.7,9558.0,42,14.9,97,845,4.5,3462.0,2914.0
2021031605.0,2022-05-13 05:00:00,3.1,11862.0,45,14.8,97,845,5.8,3649.0,3421.0
2021031605.0,2022-05-13 06:00:00,3.5,14100.0,43,14.7,97,845,6.6,18459.0,18433.0
2021031605.0,2022-05-13 07:00:00,3.8,18236.0,47,15.1,95,846,6.4,26576.0,20740.0
2021031605.0,2022-05-13 08:00:00,4.2,18820.0,55,15.6,94,846,6.0,20219.0,31163.0
2021031605.0,2022-05-13 09:00:00,4.7,21318.0,58,15.8,94,847,6.8,30129.0,29672.0
2021031605.0,2022-05-13 10:00:00,4.9,21531.0,58,15.8,94,848,7.8,38750.0,31286.0
2021031605.0,2022-05-13 11:00:00,5.2,19352.0,55,16.1,93,848,6.5,29490.0,29497.0
2021031605.0,2022-05-13 12:00:00,4.9,19588.0,54,16.5,90,848,6.8,25970.0,36525.0
2021031605.0,2022-05-13 13:00:00,5.2,20837.0,54,16.9,88,847,5.7,21001.0,29477.0
2021031605.0,2022-05-13 14:00:00,5.2,19864.0,55,16.9,88,847,5.9,23247.0,2467.0
2021031605.0,2022-05-13 15:00:00,5.0,20791.0,55,16.9,87,846,6.0,24196.0,36085.0
2021031605.0,2022-05-13 16:00:00,5.3,20119.0,56,17.2,85,846,5.6,18172.0,36305.0
2021031605.0,2022-05-13 17:00:00,5.4,19573.0,57,17.3,84,846,6.1,22297.0,46958.0
2021031605.0,2022-05-13 18:00:00,4.8,22434.0,52,17.1,85,846,5.7,19687.0,46480.0
2021031605.0,2022-05-13 19:00:00,4.2,26199.0,55,16.3,89,846,5.4,15219.0,45411.0
2021031605.0,2022-05-13 20:00:00,6.0,35258.0,66,15.2,94,847,5.8,21692.0,42122.0
2021031605.0,2022-05-13 21:00:00,6.7,38803.0,64,14.6,97,847,6.2,21574.0,40911.0
2021031605.0,2022-05-13 22:00:00,6.1,39427.0,59,14.2,98,848,7.2,33362.0,38135.0
2021031605.0,2022-05-13 23:00:00,5.6,39090.0,54,14.1,97,848,7.9,42463.0,34211.0
2021031605.0,2022-05-14 00:00:00,5.0,36135.0,61,14.0,97,848,7.7,43911.0,40463.0
2021031605.0,2022-05-14 01:00:00,5.4,36546.0,60,13.9,97,847,5.7,17091.0,32617.0
2021031605.0,2022-05-14 02:00:00,5.5,35749.0,57,14.0,95,847,6.2,25504.0,26363.0
2021031605.0,2022-05-14 03:00:00,5.3,35674.0,60,13.8,95,847,6.8,33506.0,26359.0
2021031605.0,2022-05-14 04:00:00,5.1,35671.0,62,13.6,95,846,8.4,42140.0,25047.0
2021031605.0,2022-05-14 05:00:00,4.8,33861.0,66,13.5,95,847,7.9,8089.0,7886.0
2021031605.0,2022-05-14 06:00:00,4.9,33787.0,71,13.5,96,847,7.8,29183.0,28017.0
2021031605.0,2022-05-14 07:00:00,5.3,31778.0,76,13.6,96,847,7.1,23900.0,23598.0
2021031605.0,2022-05-14 08:00:00,5.4,31553.0,83,14.0,94,848,8.3,34132.0,33973.0
2021031605.0,2022-05-14 09:00:00,5.4,30387.0,88,14.8,91,848,8.4,36615.0,36582.0
2021031605.0,2022-05-14 10:00:00,5.1,27714.0,92,15.3,90,849,8.5,35017.0,38549.0
2021031605.0,2022-05-14 11:00:00,4.9,23986.0,94,16.3,86,849,7.8,28828.0,30864.0
2021031605.0,2022-05-14 12:00:00,4.2,19630.0,89,16.1,87,849,7.1,25183.0,24534.0
2021031605.0,2022-05-14 13:00:00,3.4,15636.0,67,15.3,91,848,7.2,25286.0,25700.0
2021031605.0,2022-05-14 14:00:00,3.8,14958.0,60,14.8,95,848,6.5,21051.0,20512.0
2021031605.0,2022-05-14 15:00:00,4.9,17566.0,51,14.3,96,848,7.9,33658.0,30546.0
2021031605.0,2022-05-14 16:00:00,5.9,27521.0,47,14.1,96,847,8.8,38101.0,33449.0
2021031605.0,2022-05-14 17:00:00,6.9,34282.0,48,13.6,94,847,8.0,36056.0,32862.0
2021031605.0,2022-05-14 18:00:00,7.5,37487.0,49,12.8,96,848,9.4,42086.0,41303.0
2021031605.0,2022-05-14 19:00:00,7.7,39157.0,48,11.8,97,848,8.8,34251.0,34736.0
2021031605.0,2022-05-14 20:00:00,7.6,40163.0,48,11.2,96,849,9.6,47366.0,34086.0
2021031605.0,2022-05-14 21:00:00,7.4,40984.0,47,10.8,96,850,9.3,48018.0,27616.0
2021031605.0,2022-05-14 22:00:00,7.1,40908.0,44,10.7,95,851,9.1,25217.0,24678.0
2021031605.0,2022-05-14 23:00:00,6.4,39975.0,48,10.6,95,851,9.2,17317.0,14435.0
2021031605.0,2022-05-15 00:00:00,6.4,41019.0,43,10.2,95,852,7.9,38781.0,23993.0
2021031605.0,2022-05-15 01:00:00,5.7,38185.0,36,10.3,95,851,8.1,22472.0,23860.0
2021031605.0,2022-05-15 02:00:00,5.1,35379.0,30,10.3,95,851,6.1,25126.0,22537.0
2021031605.0,2022-05-15 03:00:00,4.9,33764.0,43,10.3,95,851,7.4,38038.0,20960.0
2021031605.0,2022-05-15 04:00:00,4.4,30312.0,43,10.3,94,851,7.6,37572.0,20987.0
2021031605.0,2022-05-15 05:00:00,3.9,26213.0,35,10.3,95,851,6.8,34700.0,18846.0
2021031605.0,2022-05-15 06:00:00,4.3,27107.0,48,10.3,94,851,7.4,20001.0,17877.0
2021031605.0,2022-05-15 07:00:00,4.0,27553.0,43,10.4,94,851,7.5,40571.0,15117.0
2021031605.0,2022-05-15 08:00:00,3.3,26762.0,52,10.5,95,852,7.3,38304.0,18654.0
2021031605.0,2022-05-15 09:00:00,3.6,27177.0,51,10.5,94,852,7.3,37116.0,18592.0
2021031605.0,2022-05-15 10:00:00,3.5,19805.0,44,10.8,93,852,5.8,16997.0,17525.0
2021031605.0,2022-05-15 11:00:00,3.8,19657.0,47,11.2,92,852,5.5,8032.0,7964.0
2021031605.0,2022-05-15 12:00:00,3.7,15558.0,47,11.1,92,852,6.1,24122.0,6824.0
2021031605.0,2022-05-15 13:00:00,3.9,11609.0,38,11.1,91,852,5.4,14170.0,2619.0
2021031605.0,2022-05-15 14:00:00,4.2,11394.0,31,11.4,88,852,3.1,3117.0,2412.0
2021031605.0,2022-05-15 15:00:00,4.2,9592.0,28,11.1,90,851,3.3,3284.0,7197.0
2021031605.0,2022-05-15 16:00:00,3.8,7064.0,22,10.8,89,851,3.1,3938.0,3337.0
2021031605.0,2022-05-15 17:00:00,3.2,7148.0,22,10.6,91,851,3.5,2918.0,2129.0
2021031605.0,2022-05-15 18:00:00,2.7,6622.0,34,10.4,92,851,3.7,4458.0,5083.0
2021031605.0,2022-05-15 19:00:00,2.0,8158.0,24,10.3,91,851,3.5,3204.0,2595.0
2021031605.0,2022-05-15 20:00:00,1.9,8439.0,35,10.1,91,851,2.5,1415.0,8539.0
2021031605.0,2022-05-15 21:00:00,1.7,8563.0,65,10.0,92,852,2.8,1644.0,10641.0
2021031605.0,2022-05-15 22:00:00,1.9,9160.0,69,10.1,90,852,2.2,648.0,4777.0
2021031605.0,2022-05-15 23:00:00,2.2,8886.0,60,9.9,89,852,2.8,2062.0,2487.0
2021031605.0,2022-05-16 00:00:00,2.1,7607.0,25,9.5,86,853,2.8,1755.0,4260.0
2021031605.0,2022-05-16 01:00:00,1.9,6823.0,12,9.5,89,852,2.8,3053.0,3262.0
2021031605.0,2022-05-16 02:00:00,2.1,7067.0,3,9.1,91,852,3.0,1971.0,3929.0
2021031605.0,2022-05-16 03:00:00,2.3,8752.0,0,8.0,91,851,2.7,924.0,5116.0
2021031605.0,2022-05-16 04:00:00,2.3,9959.0,7,7.7,91,851,2.9,1857.0,3339.0
2021031605.0,2022-05-16 05:00:00,2.2,10220.0,10,7.5,90,851,3.5,4290.0,2555.0
2021031605.0,2022-05-16 06:00:00,2.5,9646.0,5,6.8,89,851,2.9,452.0,1594.0
2021031605.0,2022-05-16 07:00:00,2.5,9515.0,5,8.8,84,852,4.3,3526.0,4346.0
2021031605.0,2022-05-16 08:00:00,1.6,6697.0,7,11.5,73,853,2.7,2949.0,4416.0
2021031605.0,2022-05-16 09:00:00,0.6,5858.0,39,13.4,65,853,2.6,999.0,5609.0
2021031605.0,2022-05-16 10:00:00,1.0,5490.0,53,14.9,61,853,2.6,1518.0,1724.0
2021031605.0,2022-05-16 11:00:00,1.6,5424.0,50,16.3,58,853,2.5,511.0,1550.0
2021031605.0,2022-05-16 12:00:00,1.5,4949.0,58,17.4,56,853,1.9,-51.0,4934.0
2021031605.0,2022-05-16 13:00:00,1.7,4860.0,73,18.0,57,852,2.0,-36.0,3941.0
2021031605.0,2022-05-16 14:00:00,2.0,4275.0,79,18.6,54,852,1.9,-35.0,1041.0
2021031605.0,2022-05-16 15:00:00,2.3,4460.0,90,18.6,55,851,1.7,-37.0,1245.0
2021031605.0,2022-05-16 16:00:00,2.4,4571.0,92,18.3,56,850,1.6,-40.0,98.0
2021031605.0,2022-05-16 17:00:00,2.5,4270.0,92,17.6,55,850,2.0,-51.0,0.0
2021031605.0,2022-05-16 18:00:00,1.9,3635.0,90,16.5,56,850,2.0,-56.0,1420.0
2021031605.0,2022-05-16 19:00:00,1.3,3192.0,90,14.9,68,850,3.7,2057.0,1228.0
2021031605.0,2022-05-16 20:00:00,1.0,4426.0,96,14.1,62,851,3.0,1983.0,1767.0
2021031605.0,2022-05-16 21:00:00,1.5,5600.0,106,12.9,63,851,3.3,4106.0,2948.0
2021031605.0,2022-05-16 22:00:00,1.5,5948.0,106,12.5,58,851,2.5,750.0,982.0
2021031605.0,2022-05-16 23:00:00,1.4,6160.0,126,12.5,53,851,1.8,-100.0,-264.0
2021031605.0,2022-05-17 00:00:00,1.8,6514.0,158,12.1,66,852,2.1,-1.0,0.0
2021031605.0,2022-05-17 01:00:00,1.6,6630.0,166,12.0,71,851,3.1,745.0,314.0
2021031605.0,2022-05-17 02:00:00,1.1,5716.0,153,12.2,73,851,4.5,7934.0,9048.0
2021031605.0,2022-05-17 03:00:00,1.1,5229.0,146,12.3,74,851,4.2,4762.0,4744.0
2021031605.0,2022-05-17 04:00:00,0.7,4675.0,124,12.2,74,850,3.5,2551.0,3566.0
2021031605.0,2022-05-17 05:00:00,0.3,4528.0,108,12.1,74,850,3.9,2983.0,2070.0
2021031605.0,2022-05-17 06:00:00,0.3,4570.0,90,11.5,76,850,3.4,2220.0,1788.0
2021031605.0,2022-05-17 07:00:00,0.4,4360.0,34,12.4,77,851,4.2,4234.0,3388.0
2021031605.0,2022-05-17 08:00:00,0.6,3900.0,90,14.4,64,851,2.9,484.0,1043.0
2021031605.0,2022-05-17 09:00:00,1.0,3965.0,96,15.9,56,852,2.5,-33.0,0.0
2021031605.0,2022-05-17 10:00:00,1.4,3837.0,124,17.2,54,852,2.2,-41.0,1303.0
2021031605.0,2022-05-17 11:00:00,2.0,3766.0,131,18.3,54,852,2.0,-27.0,779.0
2021031605.0,2022-05-17 12:00:00,1.9,3679.0,133,19.0,55,852,1.8,-45.0,7090.0
2021031605.0,2022-05-17 13:00:00,1.8,3593.0,124,19.9,55,852,2.0,-45.0,1958.0
2021031605.0,2022-05-17 14:00:00,2.3,3565.0,128,20.3,56,851,2.4,268.0,-96.0
2021031605.0,2022-05-17 15:00:00,2.5,3661.0,130,20.0,58,851,2.1,-49.0,7012.0
2021031605.0,2022-05-17 16:00:00,2.4,3222.0,138,19.0,62,850,2.9,1001.0,353.0
2021031605.0,2022-05-17 17:00:00,2.3,3541.0,137,17.8,66,850,2.6,273.0,195.0
2021031605.0,2022-05-17 18:00:00,2.4,4318.0,138,17.2,69,850,3.7,4304.0,3062.0
2021031605.0,2022-05-17 19:00:00,2.1,4788.0,129,16.1,76,850,4.0,6481.0,5602.0
2021031605.0,2022-05-17 20:00:00,2.2,7001.0,111,15.1,80,851,4.1,4192.0,3275.0
2021031605.0,2022-05-17 21:00:00,2.7,7871.0,114,14.7,81,851,3.8,3135.0,4005.0
2021031605.0,2022-05-17 22:00:00,2.8,8814.0,122,14.7,78,852,2.9,724.0,525.0
2021031605.0,2022-05-17 23:00:00,2.7,8705.0,118,14.6,79,852,1.7,162.0,0.0
2021031605.0,2022-05-18 00:00:00,2.5,9425.0,137,14.6,71,852,1.3,117.0,0.0
2021031605.0,2022-05-18 01:00:00,2.1,8940.0,152,14.5,71,852,1.0,-3.0,0.0
2021031605.0,2022-05-18 02:00:00,1.3,6601.0,148,14.2,75,851,1.4,-2.0,0.0
2021031605.0,2022-05-18 03:00:00,1.3,4983.0,138,14.4,72,851,1.9,-71.0,114.0
2021031605.0,2022-05-18 04:00:00,1.8,4981.0,137,14.4,70,851,2.2,-277.0,-428.0
2021031605.0,2022-05-18 05:00:00,1.4,5386.0,124,14.1,73,851,2.2,-42.0,1026.0
2021031605.0,2022-05-18 06:00:00,1.2,5737.0,110,14.0,75,851,1.8,-45.0,1106.0
2021031605.0,2022-05-18 07:00:00,1.6,6938.0,105,14.4,76,851,2.1,-62.0,0.0
2021031605.0,2022-05-18 08:00:00,1.7,6731.0,118,15.1,72,852,2.7,-42.0,-313.0
2021031605.0,2022-05-18 09:00:00,2.1,7665.0,127,15.8,67,852,2.2,86.0,306.0
2021031605.0,2022-05-18 10:00:00,1.8,5850.0,128,16.2,67,852,2.1,-102.0,0.0
2021031605.0,2022-05-18 11:00:00,2.1,5449.0,137,16.6,68,852,2.6,739.0,597.0
2021031605.0,2022-05-18 12:00:00,2.1,4254.0,129,16.3,72,852,3.0,1584.0,1592.0
2021031605.0,2022-05-18 13:00:00,2.1,3429.0,118,16.3,74,851,3.0,1849.0,1383.0
2021031605.0,2022-05-18 14:00:00,2.5,4774.0,116,16.6,75,851,3.7,3554.0,5432.0
2021031605.0,2022-05-18 15:00:00,2.8,6407.0,103,16.6,76,850,2.0,180.0,2662.0
2021031605.0,2022-05-18 16:00:00,2.5,6629.0,95,16.3,78,850,2.9,690.0,8701.0
2021031605.0,2022-05-18 17:00:00,2.7,8533.0,96,16.2,80,849,4.2,7445.0,6977.0
2021031605.0,2022-05-18 18:00:00,3.0,10611.0,94,15.5,85,849,4.8,10848.0,15676.0
2021031605.0,2022-05-18 19:00:00,3.0,12869.0,88,15.0,90,850,5.6,13538.0,13471.0
2021031605.0,2022-05-18 20:00:00,3.4,16945.0,92,14.6,91,850,6.0,18914.0,19545.0
2021031605.0,2022-05-18 21:00:00,3.1,16524.0,97,14.2,92,851,5.8,16385.0,17774.0
2021031605.0,2022-05-18 22:00:00,3.1,17578.0,111,14.4,91,852,4.5,9013.0,7218.0
2021031605.0,2022-05-18 23:00:00,3.5,20240.0,123,14.5,91,852,4.1,6957.0,19221.0
2021031605.0,2022-05-19 00:00:00,3.7,22436.0,117,14.5,94,852,3.9,6170.0,19941.0
2021031605.0,2022-05-19 01:00:00,3.6,21587.0,127,14.6,94,851,4.4,8864.0,12126.0
2021031605.0,2022-05-19 02:00:00,3.5,19048.0,137,14.7,95,851,4.3,7156.0,10809.0
2021031605.0,2022-05-19 03:00:00,3.4,18940.0,143,14.7,96,850,4.0,6387.0,10890.0
2021031605.0,2022-05-19 04:00:00,2.6,16978.0,152,14.6,96,850,3.4,4312.0,16507.0
2021031605.0,2022-05-19 05:00:00,2.1,15628.0,161,14.5,96,850,3.8,5341.0,6391.0
2021031605.0,2022-05-19 06:00:00,2.3,15765.0,165,14.5,96,850,4.3,9652.0,5229.0
2021031605.0,2022-05-19 07:00:00,2.3,15685.0,160,15.3,93,851,5.1,9898.0,9154.0
2021031605.0,2022-05-19 08:00:00,1.6,14377.0,162,16.1,89,851,3.9,6812.0,16041.0
2021031605.0,2022-05-19 09:00:00,1.9,12621.0,177,17.4,86,851,3.9,7445.0,9521.0
2021031605.0,2022-05-19 10:00:00,2.5,11855.0,191,18.7,81,851,3.4,5709.0,9784.0
2021031605.0,2022-05-19 11:00:00,2.5,9951.0,198,18.6,83,851,2.4,1411.0,11430.0
2021031605.0,2022-05-19 12:00:00,2.2,8229.0,193,18.2,85,851,1.0,-42.0,8926.0
2021031605.0,2022-05-19 13:00:00,1.8,5062.0,186,18.6,84,850,0.8,-74.0,3985.0
2021031605.0,2022-05-19 14:00:00,1.8,5202.0,186,19.7,81,850,1.1,-47.0,1783.0
2021031605.0,2022-05-19 15:00:00,1.5,4147.0,184,19.5,83,849,0.8,-69.0,0.0
2021031605.0,2022-05-19 16:00:00,2.1,3182.0,151,18.8,87,848,0.9,-61.0,164.0
2021031605.0,2022-05-19 17:00:00,2.4,2575.0,144,18.4,90,848,1.2,-55.0,5352.0
2021031605.0,2022-05-19 18:00:00,2.1,2475.0,135,17.9,94,848,2.1,208.0,8421.0
2021031605.0,2022-05-19 19:00:00,2.4,2965.0,128,17.5,97,848,2.2,550.0,773.0
2021031605.0,2022-05-19 20:00:00,2.6,4726.0,126,17.1,98,849,1.9,138.0,1017.0
2021031605.0,2022-05-19 21:00:00,2.3,5655.0,130,17.0,99,849,2.0,-34.0,0.0
2021031605.0,2022-05-19 22:00:00,2.4,6345.0,135,17.0,98,850,1.9,167.0,-115.0
2021031605.0,2022-05-19 23:00:00,2.3,6910.0,142,16.9,99,850,2.9,1269.0,1046.0
2021031605.0,2022-05-20 00:00:00,2.0,7507.0,191,16.1,97,850,2.6,1748.0,1941.0
2021031605.0,2022-05-20 01:00:00,2.1,7274.0,191,16.0,97,850,3.5,2760.0,4457.0
